OBJECTID,GEOID,geoname,Stusab,Countyname,State,County,Tract,BLKGRP,Low,Lowmod,Lowmoduniv,Lowmod_pct,Low_vs_Lowmod_pct
163730,410510013011,"Block Group 1, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,1,270,435,1205,0.361,65.7513258691809
163731,410510013012,"Block Group 2, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,2,185,255,565,0.4513,
163732,410510013013,"Block Group 3, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,3,180,320,965,0.3316,
163733,410510013014,"Block Group 4, Census Tract 13.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1301,4,525,770,1150,0.6696,
163734,410510013021,"Block Group 1, Census Tract 13.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1302,1,170,230,695,0.3309,65.7513258691809
163735,410510013022,"Block Group 2, Census Tract 13.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1302,2,60,165,895,0.1844,
163736,410510013023,"Block Group 3, Census Tract 13.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1302,3,185,290,1465,0.198,
163737,410510014001,"Block Group 1, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,1,145,415,1130,0.3673,65.7513258691809
163738,410510014002,"Block Group 2, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,2,260,400,1015,0.3941,
163739,410510014003,"Block Group 3, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,3,405,555,1455,0.3814,
163740,410510014004,"Block Group 4, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,4,205,230,655,0.3511,
163741,410510014005,"Block Group 5, Census Tract 14, Multnomah County, Oregon",OR,Multnomah County,41,51,1400,5,275,405,775,0.5226,
163742,410510015001,"Block Group 1, Census Tract 15, Multnomah County, Oregon",OR,Multnomah County,41,51,1500,1,155,285,1495,0.1906,65.7513258691809
163743,410510015002,"Block Group 2, Census Tract 15, Multnomah County, Oregon",OR,Multnomah County,41,51,1500,2,230,450,1135,0.3965,
163744,410510015003,"Block Group 3, Census Tract 15, Multnomah County, Oregon",OR,Multnomah County,41,51,1500,3,150,165,670,0.2463,
163745,410510016011,"Block Group 1, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,1,165,205,865,0.237,65.7513258691809
163746,410510016012,"Block Group 2, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,2,280,325,635,0.5118,
163747,410510016013,"Block Group 3, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,3,620,935,1295,0.722,
163748,410510016014,"Block Group 4, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,4,70,370,870,0.4253,
163749,410510016015,"Block Group 5, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,5,60,100,790,0.1266,
163750,410510016016,"Block Group 6, Census Tract 16.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1601,6,30,375,935,0.4011,
163751,410510016021,"Block Group 1, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,1,205,375,775,0.4839,65.7513258691809
163752,410510016022,"Block Group 2, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,2,215,435,930,0.4677,
163753,410510016023,"Block Group 3, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,3,1020,1110,1535,0.7231,
163754,410510016024,"Block Group 4, Census Tract 16.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1602,4,625,710,1375,0.5164,
163755,410510017011,"Block Group 1, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,1,205,325,490,0.6633,65.7513258691809
163756,410510017012,"Block Group 2, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,2,235,530,1325,0.4,
163757,410510017013,"Block Group 3, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,3,495,495,770,0.6429,
163758,410510017014,"Block Group 4, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,4,80,320,700,0.4571,
163759,410510017015,"Block Group 5, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,5,190,280,1010,0.2772,
163760,410510017016,"Block Group 6, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,6,85,665,950,0.7,
163761,410510017017,"Block Group 7, Census Tract 17.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1701,7,190,540,1320,0.4091,
163762,410510017021,"Block Group 1, Census Tract 17.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1702,1,945,1365,2090,0.6531,65.7513258691809
163763,410510017022,"Block Group 2, Census Tract 17.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1702,2,290,425,980,0.4337,
163764,410510017023,"Block Group 3, Census Tract 17.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1702,3,335,655,1140,0.5746,
163765,410510018011,"Block Group 1, Census Tract 18.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1801,1,485,730,1110,0.6577,65.7513258691809
163766,410510018012,"Block Group 2, Census Tract 18.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1801,2,510,830,1535,0.5407,
163767,410510018013,"Block Group 3, Census Tract 18.01, Multnomah County, Oregon",OR,Multnomah County,41,51,1801,3,345,770,1590,0.4843,
163768,410510018021,"Block Group 1, Census Tract 18.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1802,1,555,970,2210,0.4389,65.7513258691809
163769,410510018022,"Block Group 2, Census Tract 18.02, Multnomah County, Oregon",OR,Multnomah County,41,51,1802,2,355,635,1345,0.4721,
163770,410510019001,"Block Group 1, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,1,120,380,1200,0.3167,65.7513258691809
163771,410510019002,"Block Group 2, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,2,135,160,1040,0.1538,
163772,410510019003,"Block Group 3, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,3,70,220,1180,0.1864,
163773,410510019004,"Block Group 4, Census Tract 19, Multnomah County, Oregon",OR,Multnomah County,41,51,1900,4,90,155,1255,0.1235,
163774,410510020001,"Block Group 1, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,1,225,405,660,0.6136,65.7513258691809
163775,410510020002,"Block Group 2, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,2,205,295,815,0.362,
163776,410510020003,"Block Group 3, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,3,290,615,1160,0.5302,
163777,410510020004,"Block Group 4, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,4,460,790,1500,0.5267,
163778,410510020005,"Block Group 5, Census Tract 20, Multnomah County, Oregon",OR,Multnomah County,41,51,2000,5,770,1045,1650,0.6333,
163779,410510021001,"Block Group 1, Census Tract 21, Multnomah County, Oregon",OR,Multnomah County,41,51,2100,1,310,490,800,0.6125,65.7513258691809
163780,410510021002,"Block Group 2, Census Tract 21, Multnomah County, Oregon",OR,Multnomah County,41,51,2100,2,580,655,1170,0.5598,
163781,410510022031,"Block Group 1, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,1,325,455,635,0.7165,65.7513258691809
163782,410510022032,"Block Group 2, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,2,165,225,545,0.4128,
163783,410510022033,"Block Group 3, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,3,235,315,985,0.3198,
163784,410510022034,"Block Group 4, Census Tract 22.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2203,4,600,750,1145,0.655,
163785,410510023031,"Block Group 1, Census Tract 23.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2303,1,410,530,685,0.7737,65.7513258691809
163786,410510023032,"Block Group 2, Census Tract 23.03, Multnomah County, Oregon",OR,Multnomah County,41,51,2303,2,405,655,1285,0.5097,
163787,410510024011,"Block Group 1, Census Tract 24.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2401,1,45,150,1125,0.1333,65.7513258691809
163788,410510024012,"Block Group 2, Census Tract 24.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2401,2,45,160,605,0.2645,
163789,410510024013,"Block Group 3, Census Tract 24.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2401,3,135,405,1125,0.36,
163790,410510024021,"Block Group 1, Census Tract 24.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2402,1,585,700,1010,0.6931,65.7513258691809
163791,410510024022,"Block Group 2, Census Tract 24.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2402,2,325,430,1165,0.3691,
163792,410510024023,"Block Group 3, Census Tract 24.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2402,3,380,700,1380,0.5072,
163793,410510025011,"Block Group 1, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,1,60,130,740,0.1757,65.7513258691809
163794,410510025012,"Block Group 2, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,2,25,45,810,0.0556,
163795,410510025013,"Block Group 3, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,3,80,145,1100,0.1318,
163796,410510025014,"Block Group 4, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,4,25,105,610,0.1721,
163797,410510025015,"Block Group 5, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,5,45,65,735,0.0884,
163798,410510025016,"Block Group 6, Census Tract 25.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2501,6,40,80,630,0.127,
163799,410510025021,"Block Group 1, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,1,70,105,910,0.1154,65.7513258691809
163800,410510025022,"Block Group 2, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,2,340,475,885,0.5367,
163801,410510025023,"Block Group 3, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,3,455,785,1305,0.6015,
163802,410510025024,"Block Group 4, Census Tract 25.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2502,4,225,380,1100,0.3455,
163803,410510026001,"Block Group 1, Census Tract 26, Multnomah County, Oregon",OR,Multnomah County,41,51,2600,1,125,200,1100,0.1818,65.7513258691809
163804,410510026002,"Block Group 2, Census Tract 26, Multnomah County, Oregon",OR,Multnomah County,41,51,2600,2,105,165,1150,0.1435,
163805,410510026003,"Block Group 3, Census Tract 26, Multnomah County, Oregon",OR,Multnomah County,41,51,2600,3,125,190,765,0.2484,
163806,410510027011,"Block Group 1, Census Tract 27.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2701,1,330,430,985,0.4365,65.7513258691809
163807,410510027012,"Block Group 2, Census Tract 27.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2701,2,145,300,1530,0.1961,
163808,410510027013,"Block Group 3, Census Tract 27.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2701,3,165,165,840,0.1964,
163809,410510027021,"Block Group 1, Census Tract 27.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2702,1,210,455,1255,0.3625,65.7513258691809
163810,410510027022,"Block Group 2, Census Tract 27.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2702,2,470,705,1680,0.4196,
163811,410510028011,"Block Group 1, Census Tract 28.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2801,1,250,425,1805,0.2355,65.7513258691809
163812,410510028012,"Block Group 2, Census Tract 28.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2801,2,175,280,1225,0.2286,
163813,410510028021,"Block Group 1, Census Tract 28.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2802,1,100,190,940,0.2021,65.7513258691809
163814,410510028022,"Block Group 2, Census Tract 28.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2802,2,55,140,920,0.1522,
163815,410510028023,"Block Group 3, Census Tract 28.02, Multnomah County, Oregon",OR,Multnomah County,41,51,2802,3,315,575,1145,0.5022,
163816,410510029011,"Block Group 1, Census Tract 29.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2901,1,75,410,925,0.4432,65.7513258691809
163817,410510029012,"Block Group 2, Census Tract 29.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2901,2,40,140,770,0.1818,
163818,410510029013,"Block Group 3, Census Tract 29.01, Multnomah County, Oregon",OR,Multnomah County,41,51,2901,3,190,395,1010,0.3911,
